139;583605.701;7225599.190;943.9770
140;583499.168;7225362.328;936.4570
141;583629.838;7225202.273;947.9810
142;583617.378;7225141.421;949.9260
144;583977.104;7225142.058;958.7370
145;584053.454;7225220.593;961.4010
148;584220.859;7225799.712;957.8920
149;583881.581;7225582.594;951.9500
180;583527.230;7224979.6700;940.7000
184;583441.577;7225098.1700;943.3080
201;583492.054;7225529.0380;936.5200
202;583715.030;7225763.4360;942.0150
