1030;2036.157;2175.271
1031;1876.143;2332.230
1032;2170.013;2615.752
1033;2341.529;2462.659
1034;1855.891;2292.068
1035;1727.139;2033.585
1036;2067.811;2063.194
1037;1868.343;2368.526
1038;1681.769;2536.474
1039;1976.116;2824.454
1040;2158.392;2653.959
1041;2063.354;2141.836
1042;2251.838;1940.775
1043;2551.916;2215.542
1044;2365.024;2418.831
